Company Name,Equity,Ticker Symbol,E,E out of 100,S,G,ESG,EPS,Profit Margin ,Tobin's Q,Return on Asset,Return on Equity,Debt To Market Cap Ratio,Total Asset Turnover,Price to Sales Ratio
Inchcape PLC,LN Equity,INCH LN Equity,0.8,15,0.9,3,1.56666666666667,0.315671,2.91045939385842,1.37187114719454,5.80946928370043,19.3585544076887,0.274054450990244,1.93343631512428,0.365401866226113
ManpowerGroup Inc,US Equity,MAN US Equity,4,79,3.7,4.3,4,2.26,2.70435087662652,1.58700421976573,6.36068704216335,20.278928398267,0.125840624415327,2.5611745186408,0.368431334277992
Hyosung Corp,KS Equity,004800 KS Equity,0.3,5,0.4,2.5,1.06666666666667,1100.00571466667,1.33013721495927,1.0566288101067,2.3730849100714,9.32339774743776,1.53378700458435,0.875332428360668,0.373438782988494
CNP Assurances,FP Equity,CNP FP Equity,5,99,4,4,4.33333333333333,0.877791,2.94125923980338,0.992272442393176,0.304951696197363,7.66331268870001,0.412551102524922,0.10686081964226,0.374237723182874
CNP Assurances,FP Equity,CNP FP Equity,5,99,3.4,2.9,3.76666666666667,0.877791,2.94125923980338,0.992272442393176,0.304951696197363,7.66331268870001,0.412551102524922,0.10686081964226,0.374237723182874
Ricoh Co Ltd,JP Equity,7752 JP Equity,4.4,87,3.6,3.3,3.76666666666667,-67.2166666666667,-8.89048097008396,0.909446053345869,-1.43854057264684,-4.00783103452509,1.13254041828352,0.74737818503302,0.37519054395089
GS Holdings Corp,KS Equity,078930 KS Equity,0,0,0,0.9,0.3,2372.333335,5.23149976210307,0.917607250323776,4.40313407383893,15.9141383077817,1.52648444953707,0.765401313555015,0.37526326741236
Fujitsu Ltd,JP Equity,6702 JP Equity,4.7,93,4,4.5,4.4,27.1283333333333,5.01370184213893,1.18401695333613,4.31482527887293,14.6629839567257,0.302429996392951,1.33512442821148,0.377219984044871
JFE Holdings Inc,JP Equity,5411 JP Equity,3,59,1.7,2.6,2.43333333333333,50.596,3.15290460558821,0.867180747911565,3.71632772722883,8.58210099999677,0.948798435947622,0.839437152181623,0.378515992864469
Electricite de France SA,FP Equity,EDF FP Equity,4.6,91,4.5,4.7,4.6,0.208554,3.44451325606771,0.96121549114863,1.12839442950824,6.88172043010753,1.87389221265586,0.247627989018336,0.379317369507352
Nippon Express Co Ltd,JP Equity,9062 JP Equity,1.7,33,1.6,2.5,1.93333333333333,-15.82,-0.214291440091129,1.09550865060564,1.90174120820174,5.42846745444669,0.530684778189266,1.27243076058667,0.380008067596835
Isetan Mitsukoshi Holdings Ltd,JP Equity,3099 JP Equity,1,19,0.6,2.5,1.36666666666667,-4.98,-0.74227388730928,0.929632931634628,0.250171376896379,0.566950118683284,0.34762236445453,0.979900763725978,0.383818561873276
Shikoku Electric Power Co Inc,JP Equity,9507 JP Equity,3,59,1.7,2.3,2.33333333333333,21.342,2.38843621803233,0.957074142337902,2.11049736202856,9.08339805019456,2.29482898498194,0.549755225581099,0.389572355383714
Adient PLC,US Equity,ADNT US Equity,2.5,49,2.8,2.7,2.66666666666667,-0.141682666666667,-0.0493093452870623,1.21352962599528,4.13878845890167,13.0828335405749,0.569440062246511,1.31920779842898,0.389578652509609
CJ Logistics Corp,KS Equity,000120 KS Equity,1,19,0.3,3,1.43333333333333,710.793329333333,0.64681606917584,1.02946820353229,0.75485374745419,1.9082130116251,0.643450916450121,1.18851191398063,0.390693673689924
Kawasaki Heavy Industries Ltd,JP Equity,7012 JP Equity,3.2,63,3.3,2.7,3.06666666666667,51.1533333333333,1.98963468471055,1.09064971279276,1.6850871211045,6.88324594656638,0.744764664033347,0.880331994866165,0.393565706795257
Chiyoda Corp,JP Equity,6366 JP Equity,1.6,31,2.7,3.6,2.63333333333333,8.08333333333333,1.58812487414526,1.13472434684592,-2.74687647993301,-7.25520951885376,0.0491611220249072,1.20951627151801,0.394505792748217
Hyundai Steel Co,KS Equity,004020 KS Equity,2.3,45,3,2.9,2.73333333333333,1054.999996,2.85744681449613,0.712761480480914,2.10560784072601,4.21505098040088,1.59834034258809,0.582963611480046,0.395658754252836
Mapfre SA,SM Equity,MAP SM Equity,5,99,3.7,3.4,4.03333333333333,0.0511263333333333,2.91322303252845,0.996013750100932,0.988587123594198,7.6340287022273,0.402560128745762,0.318417967916303,0.397273752323591
Archer-Daniels-Midland Co,US Equity,ADM US Equity,2.2,43,2.2,2.9,2.43333333333333,0.813333333333333,2.90990660715623,1.13113771413326,3.73653960404787,8.4002598930474,0.323905814677352,1.53348397720855,0.39747825510514
MS&AD Insurance Group Holdings Inc,JP Equity,8725 JP Equity,5,99,3.2,2.7,3.63333333333333,35.096,2.22289170854607,0.961865726623664,0.682122833157425,5.27718106539743,0.267341980957047,0.249025442841243,0.397493847935728
Korea Electric Power Corp,KS Equity,015760 KS Equity,1.4,27,2,2.6,2,-89.6666666666667,-0.489278309902804,0.733860020427026,0.824429705876252,2.0462370430609,2.3648712688553,0.333896641745442,0.401843396337218
Renault SA,FP Equity,RNO FP Equity,5,99,3.8,5,4.6,10.094374,9.35586494714877,0.924235544964209,4.82348169736755,16.00851450126,1.97469711854497,0.554313686652896,0.402205888744359
CVS Health Corp,US Equity,CVS US Equity,3.8,75,3.7,5,4.16666666666667,1.82333333333333,3.92003310602023,1.35660783845901,6.07725688587965,16.8015472486879,0.526619111523338,1.84390310797669,0.404082119513595
First Pacific Co Ltd,HK Equity,142 HK Equity,1.2,23,1.4,3.3,1.96666666666667,-0.002815,-0.327578336868673,0.986242066577037,0.641891802208129,3.8144216055907,2.77887404413926,0.387407452634597,0.405513787918392
SK Innovation Co Ltd,KS Equity,096770 KS Equity,1.1,21,1.5,2.9,1.83333333333333,5138.33301333333,3.97593009952621,1.02238081630652,5.79680265913993,10.8200318039554,0.310169648706966,1.3759942020781,0.405698021298856
K's Holdings Corp,JP Equity,8282 JP Equity,0.8,15,0.2,4,1.66666666666667,29.2983333333333,3.36120077511033,1.18003662345541,5.96461852730792,11.4738228654072,0.29752529915659,1.67936982253045,0.406897130696915
Express Scripts Holding Co,US Equity,ESRX US Equity,1,19,2.3,5,2.76666666666667,2.23333333333333,5.03247537268168,1.40442389723595,8.13943841358459,25.3455003196059,0.38757168094915,1.91858078332829,0.406997020568607
Leopalace21 Corp,JP Equity,8848 JP Equity,0.5,9,0.5,2,1,12.1866666666667,2.34121858354067,1.17199906428102,5.69990061000001,12.0688534284922,0.245725013933068,1.61893267133803,0.407865711532936
Japan Post Holdings Co Ltd,JP Equity,6178 JP Equity,1.5,29,1.4,1.9,1.6,29.265,3.64252849755258,0.971578759290545,0.0584081311827079,1.27285015508948,0.0684872307794054,0.0446751994924811,0.409546833638214
Takashimaya Co Ltd,JP Equity,8233 JP Equity,2.5,49,1.5,3,2.33333333333333,17.4125,2.72362321858296,0.929596696504614,2.26341959752204,5.46479064643963,0.458081223610838,0.870656974548427,0.409827628313552
Shikun & Binui Ltd,IT Equity,SKBN IT Equity,2.8,55,2,2.1,2.3,0.179975333333333,4.67338285948989,1.08598989621482,1.72568278265283,13.3205690065834,2.35879773238293,0.464350412814849,0.412085843155342
General Motors Co,US Equity,GM US Equity,3.6,71,3.1,2.8,3.16666666666667,-1.661781,-7.07220397864432,1.08113481801866,-0.932782047283974,-5.42058279880377,1.65582119606713,0.639871734853322,0.412277300645965
Chubu Electric Power Co Inc,JP Equity,9502 JP Equity,3,59,2.3,3,2.76666666666667,23.63,2.53074171658428,0.881021800442885,0.971768777783486,3.08301966814714,2.3559782295163,0.509144106662844,0.412289781189192
Mando Corp,KS Equity,204320 KS Equity,0,0,0.5,3,1.16666666666667,-402.5333332,-1.02852522243775,1.24731521681609,0.350648866266853,0.664057471087154,0.582323213704795,1.30600155546234,0.413869810439768
Caltex Australia Ltd,AU Equity,CTX AU Equity,1.3,25,1.1,3.6,2,1.357454,3.14973388874231,1.91046103391385,10.6208173406757,21.0150790494681,0.0978826522046131,3.67101311259248,0.415587069465897
JTEKT Corp,JP Equity,6473 JP Equity,3.5,69,1.8,2,2.43333333333333,32.5266666666667,3.0583931798404,1.03525517500814,5.03748983440425,11.9257014526705,0.440342087304867,1.19030305208032,0.419186670311992
Randstad NV,NA Equity,RAND NA Equity,4,79,4.3,4.5,4.26666666666667,0.874269,2.78566295525586,1.59665235954149,6.54835716901031,16.3943008099107,0.161173062432096,2.44801352095115,0.421716817836873
Hitachi Ltd,JP Equity,6501 JP Equity,3.8,75,3,3.3,3.36666666666667,19.88,3.95929559697095,1.0707068671618,3.07793011885191,10.3517303381031,0.307739238138143,0.909646820367323,0.423601572940958
Furukawa Electric Co Ltd,JP Equity,5801 JP Equity,3.3,65,2.5,3,2.93333333333333,102.663333333333,3.06433876420246,1.21560353272764,3.88546275351787,13.9282391842101,0.701464438733805,1.2239194086201,0.423851213430635
Tokai Rika Co Ltd,JP Equity,6995 JP Equity,3,59,1.3,1.5,1.93333333333333,63.2233333333333,4.67625303777312,0.976034795140899,1.73085267525231,3.09442774960854,0.0519642779353364,1.28086698951911,0.424939874575884
Nippon Steel & Sumitomo Metal Corp,JP Equity,5401 JP Equity,2.7,53,2,2,2.23333333333333,46.7166666666667,2.86753850821908,0.891093795121464,3.02944759901019,7.25633117622885,0.877737559646853,0.769525070404416,0.426554176295747
Honda Motor Co Ltd,JP Equity,7267 JP Equity,5,99,3.6,2.6,3.73333333333333,158.545666666667,7.25700426785715,0.924983165462713,4.83087801391399,12.1772461208135,1.09010424861308,0.799158622069423,0.427211734188778
HOCHTIEF AG,GR Equity,HOT GR Equity,3.3,65,3.5,2.9,3.23333333333333,1.708621,1.9514227284914,1.63815680185355,3.16550972525725,26.3086555298321,0.268159379834672,1.70585157938007,0.427412862314539
Mitsubishi Chemical Holdings Corp,JP Equity,4188 JP Equity,3.5,69,2.1,4,3.2,37.9966666666667,5.80774683538361,1.07400432256351,4.3103076282758,16.7817497106848,1.0308326124788,0.814886701255098,0.428687267496665
Downer EDI Ltd,AU Equity,DOW AU Equity,1.9,37,2,3.9,2.6,-0.026,-0.191428817797706,1.17103855835269,1.61745873024227,3.48364059126391,0.368171970750584,1.70727856428609,0.429225083149597
Kansai Electric Power Co Inc/The,JP Equity,9503 JP Equity,1.5,29,2.3,2.1,1.96666666666667,44.5033333333333,4.93936382494858,0.971509802242532,2.03016572108725,10.2515105843451,2.76129111440284,0.442487600998796,0.429234616362548
Kesko OYJ,FH Equity,KESKOB FH Equity,3.9,77,3.8,4,3.9,0.4,1.51431955121482,1.53214950593218,4.98972068099521,10.8551709296726,0.117948560810339,2.34043862322071,0.4308935108507
NHK Spring Co Ltd,JP Equity,5991 JP Equity,1.6,31,1.5,2,1.7,18.5533333333333,2.72342012181324,0.982922291363703,4.48774738466962,8.66789142712135,0.183160767637492,1.2012527473392,0.431134034423291
Nisshinbo Holdings Inc,JP Equity,3105 JP Equity,2.1,41,1.7,3.5,2.43333333333333,19.5566666666667,2.26795447080291,0.951937609225493,3.39263566387356,8.76855156057532,0.453585434254042,0.816548795157033,0.432031001416471
Aisin Seiki Co Ltd,JP Equity,7259 JP Equity,2.7,53,1.7,3,2.46666666666667,126.1,3.42097276917953,1.09518267913809,3.91761358616293,10.3521751504677,0.291238993024327,1.14917068788192,0.433314806065793
Hanwha Aerospace Co Ltd,KS Equity,012450 KS Equity,1.6,31,1.3,3.5,2.13333333333333,-736.766570333333,-3.75045138998999,0.924782849616063,-0.217889559666218,-0.763848990209504,0.820771715028136,0.718830947036777,0.434025084733275
Faurecia SA,FP Equity,EO FP Equity,3.5,69,3.3,2.3,3.03333333333333,2.143829,2.99180742388996,1.50090682785556,5.53798401771574,19.7616425934322,0.23425752302701,1.831627860543,0.434042700761799
Hino Motors Ltd,JP Equity,7205 JP Equity,3.1,61,2.7,3,2.93333333333333,22.6766666666667,2.70411633153915,1.24517822870396,4.29758341344672,10.9086327556545,0.240066387996766,1.49305326906318,0.436178836868115
Veolia Environnement SA,FP Equity,VIE FP Equity,4.2,83,3,4,3.73333333333333,0.357843,1.54248284173703,1.10940262874095,1.05326239897821,4.37710216953731,1.25621016712726,0.658934175034062,0.437919981219309
Daimler AG,GR Equity,DAI GR Equity,3.5,69,4.1,2.9,3.5,2.38133933333333,6.13208722938041,1.03963432670429,3.97130176203773,16.5358035281021,1.7638562132937,0.654783084373828,0.438480293078535
Esprit Holdings Ltd,HK Equity,330 HK Equity,3,59,3.5,3.7,3.4,-0.5,-11.867147655181,0.808259178043432,-6.54673526466628,-8.64056874629723,0,1.08131625289182,0.438900800407119
Adecco Group AG,SW Equity,ADEN SW Equity,5,99,4.7,4.3,4.66666666666667,1.1,3.09057241583768,1.70788947078758,7.4242465555196,20.7720679911009,0.203120362659913,2.34839655046666,0.439626271786729
Hakuhodo DY Holdings Inc,JP Equity,2433 JP Equity,1,19,2.3,3,2.1,22.725,2.46877794023737,1.29095026385633,4.1031603071576,9.25358536895632,0.0167772849981936,1.87591274901739,0.443983302949284
Bouygues SA,FP Equity,EN FP Equity,3.5,69,3,3.4,3.3,0.799300333333333,3.24421082807024,1.17717231965724,3.15992297926425,13.227240957156,0.478689023592774,0.93679258743607,0.444834609326386
Toyoda Gosei Co Ltd,JP Equity,7282 JP Equity,3.7,73,1.3,1.5,2.16666666666667,40.44,2.56231642479531,1.02368246815948,3.06138556796327,6.01197796579543,0.289074150865789,1.26382408538154,0.446207224285132
Sapporo Holdings Ltd,JP Equity,2501 JP Equity,3.3,65,2.2,3.3,2.93333333333333,27.6833333333333,1.15875827719802,1.13245577874259,1.60060832074803,6.14313904054947,1.0203512697621,0.891629083350499,0.447412189583692
Toppan Printing Co Ltd,JP Equity,7911 JP Equity,3.1,61,3.3,3.5,3.3,17.3333333333333,3.02377217532563,0.778542733400193,2.08564658488752,4.03425461503787,0.370236297310021,0.715576349817903,0.449838037000148
LIXIL Group Corp,JP Equity,5938 JP Equity,2.8,55,3.3,3.5,3.2,51.1466666666667,3.44279287932931,1.09498060208977,1.92950383669694,7.05374431855498,0.834338349909202,0.82886746182129,0.452100191883691
Valero Energy Corp,US Equity,VLO US Equity,1,19,1.5,3.3,1.93333333333333,2.81,4.88816986253605,1.33361672391898,7.22555917592629,16.5859193304711,0.227638713700866,1.87672437603457,0.452104781314306
E-MART Inc,KS Equity,139480 KS Equity,1,19,0.4,2,1.13333333333333,6862.327385,4.62370135972609,0.925966196619369,3.93273633467008,7.62006284796984,0.510986887013382,1.00748824810926,0.452280343583848
Kumho Petrochemical Co Ltd,KS Equity,011780 KS Equity,0.5,9,0.6,2.5,1.2,2863.98051266667,6.25989379068568,1.08162510096181,4.48915246419136,10.602003614024,0.732127253125191,1.08273379769986,0.452344766893018
AXA SA,FP Equity,CS FP Equity,5,99,4.3,3.4,4.23333333333333,1.189255,4.45558804369234,0.987767048641119,0.704403115075009,8.83582795254067,0.224203107767935,0.15042392951204,0.452511001107821
SSE PLC,LN Equity,SSE LN Equity,3.3,65,3.3,3.7,3.43333333333333,0.405665,2.60039954040144,1.4265062358261,5.09585175045575,31.8077137452849,0.621733830133939,1.34651889815314,0.452553969022086
Hitachi Transport System Ltd,JP Equity,9086 JP Equity,2,39,2.7,3,2.56666666666667,48.2066666666667,3.03034435017469,1.1894958188705,3.50178891444107,9.38870570747157,0.527775897517905,1.26787543647569,0.452720846586948
Oji Holdings Corp,JP Equity,3861 JP Equity,2.4,47,2,2.9,2.43333333333333,10.3533333333333,2.70670849647264,1.00652418117687,2.26073328707892,6.99878994586445,0.98729917396665,0.775269561421836,0.453570117375157
POSCO,KS Equity,005490 KS Equity,3.4,67,2.8,2.9,3.03333333333333,9981.34457466667,5.20545776966729,0.775523246527479,3.41953397359071,6.21304150451558,0.737983118862842,0.76726991676086,0.453629988060378
NH Foods Ltd,JP Equity,2282 JP Equity,1.8,35,2.1,3.3,2.4,86.6066666666667,2.77825849079312,1.18336389155542,5.10447026774306,9.25927442715173,0.221297803239997,1.69892620198454,0.454017959739124
Iida Group Holdings Co Ltd,JP Equity,3291 JP Equity,0,0,0.2,1.7,0.633333333333333,61.0676666666667,5.10511648131022,0.915009516583792,6.10602252687238,10.7375892019268,0.618217166722024,1.11489782879945,0.455678066281257
Andeavor,US Equity,ANDV US Equity,2.3,45,2.1,3.9,2.76666666666667,3.45333333333333,5.20169297602565,1.23777241916174,5.38529724517314,17.26125961939,0.466045491729463,1.45275220015483,0.45572696409187
Golden Agri-Resources Ltd,SP Equity,GGR SP Equity,2.6,51,3,3.3,2.96666666666667,0.000666666666666666,0.530819058536998,0.931995507672191,1.08896260392318,2.24119172575812,0.888953739325552,0.902145406351374,0.456584937877606
Royal Mail PLC,LN Equity,RMG LN Equity,3.5,69,4,4.5,4,0.130187,2.59206815830197,1.03215725324365,3.98329748263776,6.5186633732145,0.138710696428561,1.30797451675568,0.460207069744718
Sumitomo Electric Industries Ltd,JP Equity,5802 JP Equity,3.4,67,2.7,2.5,2.86666666666667,42.12,4.10468864015333,0.965221861865824,3.8673101347571,7.90847841597162,0.375587850029556,1.03661269146609,0.460292418591396
SCOR SE,FP Equity,SCR FP Equity,3,59,2.3,2.5,2.6,0.28,1.38856816912969,1.00678358656702,0.609282935818321,4.1260730381513,0.43182322088784,0.323658331695144,0.462405597015476
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,GR Equity,MUV2 GR Equity,5,99,3.8,3.3,4.03333333333333,-0.130830333333333,-0.157729090077351,1.00127809064685,0.168587920010296,1.52781420061233,0.113634109921172,0.229275727254371,0.462559983076287
Lagardere SCA,FP Equity,MMB FP Equity,2.1,41,3.6,4,3.23333333333333,1.158596,3.98618123837364,1.2252746235697,2.35976534177048,9.69139144558744,0.64492747416405,0.93190956430031,0.46266230190535
Skanska AB,SS Equity,SKAB SS Equity,2.7,53,2.7,4.1,3.16666666666667,1.98,1.95990694006381,1.41642574594525,3.8582431956036,15.9816491430745,0.154764658769743,1.47048582802702,0.462926656965182
Innogy SE,GR Equity,IGY GR Equity,2.8,55,3,1.9,2.56666666666667,0.363400333333333,1.46108241247029,1.22931370132299,1.76323916823609,9.53938301796412,0.883153886858879,0.876186748247327,0.463031804910723
Toyo Seikan Group Holdings Ltd,JP Equity,5901 JP Equity,3,59,0.4,3,2.13333333333333,-55.7933333333333,-6.15202989532861,0.727337369583754,-0.2876744254285,-0.504297919038725,0.384158655917207,0.689630793751848,0.464540380954414
Yamazaki Baking Co Ltd,JP Equity,2212 JP Equity,1.8,35,1.4,1.6,1.6,27.9066666666667,2.27620858061731,1.22503003090488,3.22071285304011,7.78698435493999,0.187576086334092,1.49263796931508,0.465600970169957
ArcelorMittal,NA Equity,MT NA Equity,3.2,63,4,4,3.73333333333333,1.12333333333333,6.30368617675049,0.906950583204579,5.44674197251554,12.7320217312976,0.447056574683106,0.844861582697409,0.467596747073753
Sompo Holdings Inc,JP Equity,8630 JP Equity,5,99,3.8,3.3,4.03333333333333,99.3053333333334,4.12168753898872,0.979096532344372,1.31418781910736,8.41683404959402,0.332600025364531,0.319468211773532,0.468097564342442
Marks & Spencer Group PLC,LN Equity,MKS LN Equity,3.6,71,3.6,3.1,3.43333333333333,0.0078315,0.296868857507956,1.2750923518821,1.3059005084888,3.49531739045902,0.417905603323643,1.34046054240012,0.468168830222366
Johnson Matthey PLC,LN Equity,JMAT LN Equity,3.5,69,3.5,4,3.66666666666667,0.7760925,2.14783369112525,1.84129047865764,7.37034607420095,15.657263335076,0.16781740230945,2.93402949177258,0.472881958793393
DIC Corp,JP Equity,4631 JP Equity,2.9,57,2.6,2.3,2.6,100.622333333333,4.76049909634292,1.07963875437369,4.91004951800535,14.0406218882407,0.799949642230789,0.961503392556366,0.478587473901402
Panasonic Corp,JP Equity,6752 JP Equity,4.8,95,3.5,2.4,3.56666666666667,26.7633333333333,3.06967622583241,1.31957150871293,2.8395310727504,10.3680456730116,0.285137898784853,1.27579359818815,0.479033701126131
Komeri Co Ltd,JP Equity,8218 JP Equity,0.3,5,0.3,2,0.866666666666667,41.0733333333333,2.52490578828465,0.98001117016323,3.63990373458204,7.13642763634133,0.356043075151802,1.05099298495935,0.479209793913472
Obayashi Corp,JP Equity,1802 JP Equity,3.2,63,2.3,3.3,2.93333333333333,34.2166666666667,5.12522481008344,1.11985406517883,4.80886458860814,15.8610541653834,0.33783331962257,0.939710408218214,0.482742924521662
